"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"HIVDCareTreatment","HIVDCareTreatment.otherDsdArtModelSpecify","HIVDCareTreatment.otherDsdArtModelSpecify","","","",0,1,"","","","string {[]} {[]}
","Other DSD ART model (specify)","Client is enrolled in another DSD ART model (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE771
",,,,"HIVDCareTreatment.otherDsdArtModelSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.partnerTestingOffered","HIVDCareTreatment.partnerTestingOffered","","","",0,1,"","","","boolean {[]} {[]}
","Partner testing offered","Whether client was offered partner testing","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE772
",,,,"HIVDCareTreatment.partnerTestingOffered",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.partnerTestingAccepted","HIVDCareTreatment.partnerTestingAccepted","","","",0,1,"","","","boolean {[]} {[]}
","Partner testing accepted","Whether partner testing was accepted","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE773
",,,,"HIVDCareTreatment.partnerTestingAccepted",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.datePartnerContactedForIndexTesting","HIVDCareTreatment.datePartnerContactedForIndexTesting","","","",0,1,"","","","date {[]} {[]}
","Date partner contacted for index testing","Date on which client's partner was contacted for index testing","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE774
",,,,"HIVDCareTreatment.datePartnerContactedForIndexTesting",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.datePartnerTestedForHiv","HIVDCareTreatment.datePartnerTestedForHiv","","","",0,1,"","","","date {[]} {[]}
","Date partner tested for HIV","Date on which client's partner was tested for HIV","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE775
",,,,"HIVDCareTreatment.datePartnerTestedForHiv",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateOfNextScheduledFollowUpAppointment","HIVDCareTreatment.dateOfNextScheduledFollowUpAppointment","","","",0,1,"","","","date {[]} {[]}
","Date of next scheduled follow-up appointment","Date of client's next scheduled follow-up appointment","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE776
",,,,"HIVDCareTreatment.dateOfNextScheduledFollowUpAppointment",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.typeOfNextFollowUpAppointment","HIVDCareTreatment.typeOfNextFollowUpAppointment","","","",0,1,"","","","string {[]} {[]}
","Type of next follow-up appointment","Type of client's next follow-up appointment (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE777
",,,,"HIVDCareTreatment.typeOfNextFollowUpAppointment",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.syndromeStiDiagnosed","HIVDCareTreatment.syndromeStiDiagnosed","","","",0,*,"","","","Coding {[]} {[]}
","Syndrome/STI diagnosed","Syndrome or STI for which client is diagnosed","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE778","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE778
",,,,"HIVDCareTreatment.syndromeStiDiagnosed",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherSyndromeStiDiagnosed","HIVDCareTreatment.otherSyndromeStiDiagnosed","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Other syndrome/STI diagnosed (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE786
",,,,"HIVDCareTreatment.otherSyndromeStiDiagnosed",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.anyStiSyndromeDiagnosed","HIVDCareTreatment.anyStiSyndromeDiagnosed","","","",0,1,"","","","boolean {[]} {[]}
","Any STI syndrome diagnosed","Was the client diagnosed with any of the five STI syndromes during this visit?","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE787
",,,,"HIVDCareTreatment.anyStiSyndromeDiagnosed",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateOfStiTest","HIVDCareTreatment.dateOfStiTest","","","",0,1,"","","","dateTime {[]} {[]}
","Date of STI test","Date on which the STI test was conducted","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE788
",,,,"HIVDCareTreatment.dateOfStiTest",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.stiTestedFor","HIVDCareTreatment.stiTestedFor","","","",0,*,"","","","Coding {[]} {[]}
","STI tested for","STI for which the client was tested","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE789","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE789
",,,,"HIVDCareTreatment.stiTestedFor",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherStiTestedFor","HIVDCareTreatment.otherStiTestedFor","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Client tested for other STI (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE800
",,,,"HIVDCareTreatment.otherStiTestedFor",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.syphilisTestDate","HIVDCareTreatment.syphilisTestDate","","","",0,1,"","","","dateTime {[]} {[]}
","Syphilis test date","Date of syphilis test","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE801
",,,,"HIVDCareTreatment.syphilisTestDate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.syphilisTestResult","HIVDCareTreatment.syphilisTestResult","","","",0,1,"","","","Coding {[]} {[]}
","Syphilis test result","Result from syphilis test","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE802","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE802
",,,,"HIVDCareTreatment.syphilisTestResult",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.syphilisTreatmentStartDate","HIVDCareTreatment.syphilisTreatmentStartDate","","","",0,1,"","","","dateTime {[]} {[]}
","Syphilis treatment start date","Date of initiation of syphilis treatment","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE806
",,,,"HIVDCareTreatment.syphilisTreatmentStartDate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.gonorrhoeaTestDate","HIVDCareTreatment.gonorrhoeaTestDate","","","",0,1,"","","","dateTime {[]} {[]}
","Gonorrhoea test date","Date of Gonorrhoea test","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE807
",,,,"HIVDCareTreatment.gonorrhoeaTestDate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.gonorrhoeaTestResult","HIVDCareTreatment.gonorrhoeaTestResult","","","",0,1,"","","","Coding {[]} {[]}
","Gonorrhoea test result","Result from Gonorrhoea test","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE808","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE808
",,,,"HIVDCareTreatment.gonorrhoeaTestResult",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.gonorrhoeaTreatmentStartDate","HIVDCareTreatment.gonorrhoeaTreatmentStartDate","","","",0,1,"","","","dateTime {[]} {[]}
","Gonorrhoea treatment start date","Date of initiation of Gonorrhoea treatment","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE812
",,,,"HIVDCareTreatment.gonorrhoeaTreatmentStartDate",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.typeOfSpecimen","HIVDCareTreatment.typeOfSpecimen","","","",0,*,"","","","Coding {[]} {[]}
","Type of specimen","Type of specimen to be collected","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE813","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE813
",,,,"HIVDCareTreatment.typeOfSpecimen",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherTypeOfSpecimenSpecify","HIVDCareTreatment.otherTypeOfSpecimenSpecify","","","",0,1,"","","","string {[]} {[]}
","Other type of specimen (specify)","Other specimen type to be collected (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE820
",,,,"HIVDCareTreatment.otherTypeOfSpecimenSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.syphilisTestType","HIVDCareTreatment.syphilisTestType","","","",0,*,"","","","Coding {[]} {[]}
","Syphilis test type","Type of diagnostic test used for syphilis (Treponema pallidum)","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE821","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE821
",,,,"HIVDCareTreatment.syphilisTestType",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherSyphilisTestTypeSpecify","HIVDCareTreatment.otherSyphilisTestTypeSpecify","","","",0,1,"","","","string {[]} {[]}
","Other syphilis test type (specify)","Other test used (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE827
",,,,"HIVDCareTreatment.otherSyphilisTestTypeSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.neisseriaGonorrhoeaeTestType","HIVDCareTreatment.neisseriaGonorrhoeaeTestType","","","",0,1,"","","","Coding {[]} {[]}
","Neisseria gonorrhoeae test type","Type of diagnostic test used for Neisseria gonorrhoeae","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE828","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE828
",,,,"HIVDCareTreatment.neisseriaGonorrhoeaeTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherNeisseriaGonorrhoeaeTestType","HIVDCareTreatment.otherNeisseriaGonorrhoeaeTestType","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Other type of test used (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE834
",,,,"HIVDCareTreatment.otherNeisseriaGonorrhoeaeTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.pocTestForNeisseriaGonorrhoeaeSpecify","HIVDCareTreatment.pocTestForNeisseriaGonorrhoeaeSpecify","","","",0,1,"","","","string {[]} {[]}
","POC Test for Neisseria gonorrhoeae (specify)","Point-of-care (POC) test used for Neisseria gonorrhoeae (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE835
",,,,"HIVDCareTreatment.pocTestForNeisseriaGonorrhoeaeSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.chlamydiaTrachomatisTestType","HIVDCareTreatment.chlamydiaTrachomatisTestType","","","",0,1,"","","","Coding {[]} {[]}
","Chlamydia trachomatis test type","Type of diagnostic test used for Chlamydia trachomatis","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE836","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE836
",,,,"HIVDCareTreatment.chlamydiaTrachomatisTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherTestForChlamydiaSpecify","HIVDCareTreatment.otherTestForChlamydiaSpecify","","","",0,1,"","","","string {[]} {[]}
","Other test for Chlamydia (specify)","Other type of test used for Chlaymdia (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE843
",,,,"HIVDCareTreatment.otherTestForChlamydiaSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.pocTestTypeForChlamydiaTestSpecify","HIVDCareTreatment.pocTestTypeForChlamydiaTestSpecify","","","",0,1,"","","","string {[]} {[]}
","POC Test type for Chlamydia test (specify)","Point-of-care (POC) test used for Chlamydia (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE844
",,,,"HIVDCareTreatment.pocTestTypeForChlamydiaTestSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.trichomonasVaginalisTestType","HIVDCareTreatment.trichomonasVaginalisTestType","","","",0,1,"","","","Coding {[]} {[]}
","Trichomonas vaginalis test type","Type of diagnostic test used for Trichomonas vaginalis","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE845","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE845
",,,,"HIVDCareTreatment.trichomonasVaginalisTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherTrichomonasVaginalisTestType","HIVDCareTreatment.otherTrichomonasVaginalisTestType","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Other type of test used (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE851
",,,,"HIVDCareTreatment.otherTrichomonasVaginalisTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.pocTestTypeForTrichomonasVaginalisTestSpecify","HIVDCareTreatment.pocTestTypeForTrichomonasVaginalisTestSpecify","","","",0,1,"","","","string {[]} {[]}
","POC Test type for Trichomonas vaginalis test (specify)","Point-of-care (POC) test used (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE852
",,,,"HIVDCareTreatment.pocTestTypeForTrichomonasVaginalisTestSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.herpesSimplexVirusHsvTestType","HIVDCareTreatment.herpesSimplexVirusHsvTestType","","","",0,1,"","","","Coding {[]} {[]}
","Herpes simplex virus (HSV) test type","Type of diagnostic test used for Herpes simplex virus (HSV)","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE853","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE853
",,,,"HIVDCareTreatment.herpesSimplexVirusHsvTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherHerpesSimplexVirusHsvTestType","HIVDCareTreatment.otherHerpesSimplexVirusHsvTestType","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Other type of test used for Herpes simplex virus (HSV) test (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE857
",,,,"HIVDCareTreatment.otherHerpesSimplexVirusHsvTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.mycoplasmaGenitaliumTestType","HIVDCareTreatment.mycoplasmaGenitaliumTestType","","","",0,1,"","","","Coding {[]} {[]}
","Mycoplasma genitalium test type","Type of diagnostic test used for Mycoplasma genitalium","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE858","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE858
",,,,"HIVDCareTreatment.mycoplasmaGenitaliumTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherMycoplasmaGenitaliumTestType","HIVDCareTreatment.otherMycoplasmaGenitaliumTestType","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Other type of test used for Mycoplasma genitalium test (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE862
",,,,"HIVDCareTreatment.otherMycoplasmaGenitaliumTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.testTypeForOtherStiTestedForSpecify","HIVDCareTreatment.testTypeForOtherStiTestedForSpecify","","","",0,1,"","","","string {[]} {[]}
","Test type for other STI tested for (specify)","Test type used for the other specified STI","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE863
",,,,"HIVDCareTreatment.testTypeForOtherStiTestedForSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.stiTestResult","HIVDCareTreatment.stiTestResult","","","",0,1,"","","","Coding {[]} {[]}
","STI test result","Result from STI test","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE864","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE864
",,,,"HIVDCareTreatment.stiTestResult",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateOfStiConfirmatoryTest","HIVDCareTreatment.dateOfStiConfirmatoryTest","","","",0,1,"","","","dateTime {[]} {[]}
","Date of STI confirmatory test","Date of STI confirmatory test","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE868
",,,,"HIVDCareTreatment.dateOfStiConfirmatoryTest",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.confirmatorySyphilisTestType","HIVDCareTreatment.confirmatorySyphilisTestType","","","",0,*,"","","","Coding {[]} {[]}
","Confirmatory syphilis test type","Type of test ued for confirmatory syphilis test","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE869","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE869
",,,,"HIVDCareTreatment.confirmatorySyphilisTestType",0,*,"",""
"HIVDCareTreatment","HIVDCareTreatment.otherConfirmatorySyphilisTestType","HIVDCareTreatment.otherConfirmatorySyphilisTestType","","","",0,1,"","","","string {[]} {[]}
","Other (specify)","Other test used for confirmatory syphilis test (specify)","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE875
",,,,"HIVDCareTreatment.otherConfirmatorySyphilisTestType",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.confirmatoryTestTypeForOtherStiSpecify","HIVDCareTreatment.confirmatoryTestTypeForOtherStiSpecify","","","",0,1,"","","","string {[]} {[]}
","Confirmatory test type for other STI (specify)","Confirmatory test type for other STI","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE876
",,,,"HIVDCareTreatment.confirmatoryTestTypeForOtherStiSpecify",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.confirmatoryStiTestResult","HIVDCareTreatment.confirmatoryStiTestResult","","","",0,1,"","","","Coding {[]} {[]}
","Confirmatory STI test result","Result from confirmatory STI test","","","","","","","","","",,"required","","http://smart.who.int/hiv/ValueSet/HIV.D.DE877","http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE877
",,,,"HIVDCareTreatment.confirmatoryStiTestResult",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateStiTreatmentPrescribed","HIVDCareTreatment.dateStiTreatmentPrescribed","","","",0,1,"","","","dateTime {[]} {[]}
","Date STI treatment prescribed","Date STI treatment was prescribed to the client","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE881
",,,,"HIVDCareTreatment.dateStiTreatmentPrescribed",0,1,"",""
"HIVDCareTreatment","HIVDCareTreatment.dateStiTreatmentDispensed","HIVDCareTreatment.dateStiTreatmentDispensed","","","",0,1,"","","","dateTime {[]} {[]}
","Date STI treatment dispensed","Date STI treatment dispensed to the client","","","","","","","","","",,,,,"http://smart.who.int/hiv/CodeSystem/HIVConcepts#HIV.D.DE882
",,,,"HIVDCareTreatment.dateStiTreatmentDispensed",0,1,"",""
